source_id annotation_status protein_id LocusID Genename Function ECNumber Class1 Class2
LLHV30-3 Confirmed 1787 O208_02245 ygcA Oxidoreductase - ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 2658 O208_02261 yweD Oxidoreductase - ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 2668 O208_02271 - Fe-SoxidoreductaseradicalSAMsuperfamily - ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 1884 O208_02339 yqfE Oxidoreductase - ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 1937 O208_02393 yrbA Oxidoreductase - ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 1976 O208_02433 yrfB NADH-dependentoxidoreductase - ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 387 O208_02586 noxC NADHoxidase - ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 422 O208_02621 yhgA Nitroreductasefamilyprotein - ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 1679 O208_00546 cbr Carbonylreductase 1.1.1.184 ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 528 O208_01585 poxL Pyruvateoxidase 1.2.3.3 ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 529 O208_01586 poxL Pyruvateoxidase 1.2.3.3 ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 868 O208_00307 noxD NADHdehydrogenase 1.6.5.3 ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 242 O208_01965 yphA NADHdehydrogenase 1.6.5.3 ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 1849 O208_02306 noxB NADHdehydrogenase 1.6.5.3 ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 1850 O208_02307 noxA NADHdehydrogenase 1.6.5.3 ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 1195 O208_00834 - NAD(P)Hdehydrogenase(Quinone) 1.6.99.1 ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 1654 O208_00519 azoR FMN-dependentNADH-azoreductase 1.7.-.- ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 840 O208_01873 azoR FMN-dependentNADH-azoreductase 1.7.-.- ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 923 O208_00224 ppaC Manganese-dependentinorganicpyrophosphatase 3.6.1.1 ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 1711 O208_02167 - Inorganicpyrophosphatase 3.6.1.1 ENERGYMETABOLISM Aerobic
LLHV30-3 Confirmed 1099 O208_00738 kivd Alpha-ketoisovaleratedecarboxylase - ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 2597 O208_00152 ywjF 3-hydroxyisobutyratedehydrogenase 1.1.1.31 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 538 O208_01595 arcB Ornithinecarbamoyltransferasecatabolic 2.1.3.3 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 369 O208_02568 argF Ornithinecarbamoyltransferasecatabolic 2.1.3.3 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 370 O208_02569 arcBouargF Ornithinecarbamoyltransferasecatabolic 2.1.3.3 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 373 O208_02572 argJ GlutamateN-acetyltransferase/N-acetylglutamatesynthase 2.3.1.35 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 1885 O208_02340 speGouyqfF Spermidineacetyltransferase 2.3.1.57 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 1579 O208_00444 araT Aromaticaminoacidaminotransferase/acetyldiaminopimelateaminotransferase 2.6.1.57 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 540 O208_01597 arcC Carbamatekinase 2.7.2.2 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 541 O208_01598 arcC Carbamatekinase 2.7.2.2 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 1983 O208_02440 arcC Carbamatekinase 2.7.2.2 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 440 O208_02639 ansB L-asparaginase 3.5.1.1 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 1435 O208_01075 yjiB N-acyl-L-aminoacidamidohydrolase 3.5.1.14 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 2520 O208_01315 ybgE Amidase 3.5.1.4 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 537 O208_01594 arcA Argininedeiminase 3.5.3.6 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 122 O208_01689 padC Phenolicaciddecarboxylase 4.1.1.- ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 1847 O208_02304 sdaA L-serinedehydratasealphasubunit 4.3.1.17 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 1848 O208_02305 sdaB L-serinedehydratasebetasubunit 4.3.1.17 ENERGYMETABOLISM Aminoacidsandamines
LLHV30-3 Confirmed 1179 O208_00818 glpD Glycerol-3-phosphatedehydrogenase 1.1.1.8 ENERGYMETABOLISM Anaerobic
LLHV30-3 Confirmed 1063 O208_00702 gpsA Glycerol-3-phosphatedehydrogenase[NAD(P)+] 1.1.1.94 ENERGYMETABOLISM Anaerobic
LLHV30-3 Confirmed 1172 O208_00811 lctO L-lactateoxidase 1.13.12.4 ENERGYMETABOLISM Anaerobic
LLHV30-3 Confirmed 2434 O208_01229 dhaM PTS-dependentdihydroxyacetonekinasephosphotransferasesubunit 2.7.1.- ENERGYMETABOLISM Anaerobic
LLHV30-3 Confirmed 2435 O208_01230 dhaLouM PTS-dependentdihydroxyacetonekinaseADP-bindingsubunit 2.7.1.- ENERGYMETABOLISM Anaerobic
LLHV30-3 Confirmed 2436 O208_01231 dhaK PTS-dependentdihydroxyacetonekinasedihydroxyacetone-bindingsubunit 2.7.1.- ENERGYMETABOLISM Anaerobic
LLHV30-3 Confirmed 1513 O208_00562 yfhG Dihydroxyacetonekinasefamilyprotein 2.7.1.12 ENERGYMETABOLISM Anaerobic
LLHV30-3 Confirmed 2438 O208_01233 dhaKouQ Dihydroxyacetonekinase 2.7.1.12 ENERGYMETABOLISM Anaerobic
LLHV30-3 Confirmed 2494 O208_01289 ybjJ Dihydroxyacetonekinasefamilyprotein 2.7.1.12 ENERGYMETABOLISM Anaerobic
LLHV30-3 Confirmed 1178 O208_00817 glpK Glycerolkinase 2.7.1.30 ENERGYMETABOLISM Anaerobic
LLHV30-3 Confirmed 596 O208_01367 atpE ATPsynthasesubunitC 3.6.3.14 ENERGYMETABOLISM ATP-protonmotiveforceinterconversion
LLHV30-3 Confirmed 597 O208_01368 atpB ATPsynthasesubunitA 3.6.3.14 ENERGYMETABOLISM ATP-protonmotiveforceinterconversion
LLHV30-3 Confirmed 598 O208_01369 atpF ATPsynthasesubunitB 3.6.3.14 ENERGYMETABOLISM ATP-protonmotiveforceinterconversion
LLHV30-3 Confirmed 599 O208_01370 atpH ATPsynthasesubunitdelta 3.6.3.14 ENERGYMETABOLISM ATP-protonmotiveforceinterconversion
LLHV30-3 Confirmed 600 O208_01371 atpA ATPsynthasesubunitalpha 3.6.3.14 ENERGYMETABOLISM ATP-protonmotiveforceinterconversion
LLHV30-3 Confirmed 601 O208_01372 atpG ATPsynthasesubunitgamma 3.6.3.14 ENERGYMETABOLISM ATP-protonmotiveforceinterconversion
LLHV30-3 Confirmed 603 O208_01374 atpD ATPsynthasesubunitbeta 3.6.3.14 ENERGYMETABOLISM ATP-protonmotiveforceinterconversion
LLHV30-3 Confirmed 604 O208_01375 atpC ATPsynthasesubunitepsilon 3.6.3.14 ENERGYMETABOLISM ATP-protonmotiveforceinterconversion
LLHV30-3 Confirmed 1713 O208_02169 yfjE Flavodoxin - ENERGYMETABOLISM Electrontransport
LLHV30-3 Confirmed 1991 O208_02448 fer Ferredoxin - ENERGYMETABOLISM Electrontransport
LLHV30-3 Confirmed 376 O208_02575 yiaD NADH-flavinreductase - ENERGYMETABOLISM Electrontransport
LLHV30-3 Confirmed 466 O208_02665 - FlavodoxinFMNreductasesuperfamily - ENERGYMETABOLISM Electrontransport
LLHV30-3 Confirmed 471 O208_02670 cydB CytochromedubiquinoloxidasesubunitII 1.10.3.10 ENERGYMETABOLISM Electrontransport
LLHV30-3 Confirmed 472 O208_02671 cydA CytochromedubiquinoloxidasesubunitI 1.10.3.10 ENERGYMETABOLISM Electrontransport
LLHV30-3 Confirmed 2528 O208_01323 - Heme/copper-typecytochrome/quinoloxidasesubunit1 1.14.99.3 ENERGYMETABOLISM Electrontransport
LLHV30-3 Confirmed 1414 O208_01054 nrdH Ribonucleosidereductaseglutaredoxinsubunit 1.17.4.1 ENERGYMETABOLISM Electrontransport
LLHV30-3 Confirmed 797 O208_01829 nifJ Pyruvate-flavodoxinoxidoreductase 1.2.7.- ENERGYMETABOLISM Electrontransport
LLHV30-3 Confirmed 458 O208_02657 qor Quinoneoxidoreductase 1.6.5.5 ENERGYMETABOLISM Electrontransport
LLHV30-3 Confirmed 1902 O208_02357 kdgK 2-dehydro-3-deoxygluconatekinase 2.7.1.45 ENERGYMETABOLISM Entner-Doudoroff
LLHV30-3 Confirmed 1901 O208_02356 kdgA 2-dehydro-3-deoxyphosphogluconatealdolase/4-hydroxy-2-oxoglutaratealdolase 4.1.2.14 ENERGYMETABOLISM Entner-Doudoroff
LLHV30-3 Confirmed 924 O208_00225 pflA Pyruvateformate-lyaseactivatingenzyme - ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 1594 O208_00459 plsX Phosphateacyltransferase - ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 918 O208_00219 adhA Alcoholdehydrogenase 1.1.1.1 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 225 O208_01947 ypjA Alcoholdehydrogenase 1.1.1.1 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 2671 O208_02274 adhE Acetaldehydedehydrogenase/alcoholdehydrogenase 1.1.1.2 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 1495 O208_00086 mleS Malatedehydrogenase 1.1.1.37 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 1500 O208_00091 butB 23-butanedioldehydrogenase 1.1.1.4 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 2162 O208_00605 butB 23-butanedioldehydrogenase 1.1.1.4 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 1499 O208_00090 butA Acetoinreductase 1.1.1.5 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 2095 O208_00326 butA Acetoinreductase 1.1.1.5 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 1187 O208_00826 - Fumaratereductaseflavoproteinsubunitprecursor 1.3.99.1 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 1188 O208_00827 - Fumaratereductaseflavoproteinsubunitprecursor 1.3.99.1 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 1314 O208_00954 frdC Fumaratereductaseflavoproteinsubunit 1.3.99.1 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 2298 O208_01089 ydhB Fumaratereductaseflavoproteinsubunitprecursor 1.3.99.1 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 703 O208_02710 pfl Pyruvateformate-lyase 2.3.1.54 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 1935 O208_02391 ptaoueutD Phosphateacetyltransferase 2.3.1.8 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 558 O208_01617 ackA Acetatekinase 2.7.2.1 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 559 O208_01618 ackA Acetatekinase 2.7.2.1 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 1213 O208_00853 aldB Alpha-acetolactatedecarboxylase 4.1.1.5 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 1329 O208_00969 aldC Alpha-acetolactatedecarboxylase 4.1.1.5 ENERGYMETABOLISM Fermentation
LLHV30-3 Confirmed 2427 O208_01222 fbp Fructose-16-bisphosphataseclass3 3.1.3.11 ENERGYMETABOLISM Gluconeogenesis
LLHV30-3 Confirmed 60 O208_01431 yrjD L-lactatedehydrogenaseHypotheticalproteinsubunitYkgG - ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 61 O208_01432 yrjC L-lactatedehydrogenaseIron-sulfurcluster-bindingsubunitYkgF - ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 62 O208_01433 yrjB L-lactatedehydrogenaseFe-SoxidoreductasesubunitYkgE - ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 1069 O208_00708 ldh L-lactatedehydrogenase 1.1.1.27 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 1310 O208_00950 ldh L-lactatedehydrogenase 1.1.1.27 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 777 O208_01808 ldh L-lactatedehydrogenase 1.1.1.27 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 845 O208_01878 ldh L-lactatedehydrogenase 1.1.1.27 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 2641 O208_00197 gapB Glyceraldehyde3-phosphatedehydrogenase 1.2.1.12 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 1536 O208_00585 gapA Glyceraldehyde3-phosphatedehydrogenase 1.2.1.12 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 1067 O208_00706 pfkouA 6-phosphofructokinase 2.7.1.11 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 2205 O208_00648 yihF Glyceratekinase 2.7.1.31 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 1068 O208_00707 pyk Pyruvatekinase 2.7.1.40 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 1433 O208_01073 lacCoufruBouC 1-phosphofructokinase 2.7.1.56 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 2439 O208_01234 pgk Phosphoglyceratekinase 2.7.2.3 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 1033 O208_02543 fbaA Fructose-bisphosphatealdolaseclassII 4.1.2.13 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 2406 O208_01200 eno Enolase 4.2.1.11 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 709 O208_02716 eno Enolase 4.2.1.11 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 1305 O208_00945 tpiA Triosephosphateisomerase 5.3.1.1 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 2660 O208_02263 pgi Glucose-6-phosphateisomerase 5.3.1.9 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 1105 O208_00744 - phosphoglyceratemutase 5.4.2.1 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 1442 O208_01082 yjhF Phosphoglyceratemutase 5.4.2.1 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 2330 O208_01121 pmg 23-bisphosphoglycerate-dependentphosphoglyceratemutase 5.4.2.1 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 626 O208_01399 yrjI Phosphoglyceratemutase 5.4.2.1 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 2001 O208_02458 yrgI Phosphoglyceratemutase 5.4.2.1 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 789 O208_01821 pgmB Beta-phosphoglucomutase 5.4.2.6 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 698 O208_02705 pycA Pyruvatecarboxylase 6.4.1.1 ENERGYMETABOLISM Glycolysis
LLHV30-3 Confirmed 7 O208_01997 ptk Probablephosphoketolase - ENERGYMETABOLISM Pentosephosphatepathway
LLHV30-3 Confirmed 2546 O208_00101 gntZ 6-phosphogluconatedehydrogenasedecarboxylating 1.1.1.44 ENERGYMETABOLISM Pentosephosphatepathway
LLHV30-3 Confirmed 1777 O208_02233 gnd 6-phosphogluconatedehydrogenasedecarboxylating 1.1.1.44 ENERGYMETABOLISM Pentosephosphatepathway
LLHV30-3 Confirmed 2602 O208_00158 zwf Glucose-6-phosphate1-dehydrogenase 1.1.1.49 ENERGYMETABOLISM Pentosephosphatepathway
LLHV30-3 Confirmed 1896 O208_02351 tkt Transketolase 2.2.1.1 ENERGYMETABOLISM Pentosephosphatepathway
LLHV30-3 Confirmed 28 O208_02018 dxsAouB 1-deoxy-D-xylulose5-phosphatesynthase 2.2.1.7 ENERGYMETABOLISM Pentosephosphatepathway
LLHV30-3 Confirmed 29 O208_02019 dxsAouB 1-deoxy-D-xylulose5-phosphatesynthase 2.2.1.7 ENERGYMETABOLISM Pentosephosphatepathway
LLHV30-3 Confirmed 1949 O208_02406 dxsB 1-deoxy-D-xylulose5-phosphatesynthase 2.2.1.7 ENERGYMETABOLISM Pentosephosphatepathway
LLHV30-3 Confirmed 2672 O208_02275 ywcC 6-phosphogluconolactonase 3.1.1.31 ENERGYMETABOLISM Pentosephosphatepathway
LLHV30-3 Confirmed 132 O208_01696 rpe Ribulose-phosphate3-epimerase 5.1.3.1 ENERGYMETABOLISM Pentosephosphatepathway
LLHV30-3 Confirmed 2613 O208_00169 rpiA Ribose5-phosphateisomeraseA 5.3.1.6 ENERGYMETABOLISM Pentosephosphatepathway
LLHV30-3 Confirmed 1584 O208_00449 pdhB PyruvatedehydrogenaseE1componentbetasubunit 1.2.4.1 ENERGYMETABOLISM Pyruvatedehydrogenase
LLHV30-3 Confirmed 1585 O208_00450 pdhA PyruvatedehydrogenaseE1componentalphasubunit 1.2.4.1 ENERGYMETABOLISM Pyruvatedehydrogenase
LLHV30-3 Confirmed 1582 O208_00447 pdhD Dihydrolipoyldehydrogenase 1.8.1.4 ENERGYMETABOLISM Pyruvatedehydrogenase
LLHV30-3 Confirmed 1583 O208_00448 pdhC Dihydrolipoamideacetyltransferasecomponentofpyruvatedehydrogenasecomplex 2.3.1.12 ENERGYMETABOLISM Pyruvatedehydrogenase
LLHV30-3 Confirmed 768 O208_01799 - Trehalose/maltosehydrolase - ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 1574 O208_00438 mtlD Mannitol-1-phosphate5-dehydrogenase 1.1.1.17 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 1907 O208_02362 uxuB Fructuronatereductase 1.1.1.57 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 89 O208_01653 lacA GalactosideO-acetyltransferase 2.3.1.18 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 1102 O208_00741 mta MaltoseO-acetyltransferase 2.3.1.79 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 1956 O208_02413 maa MaltoseO-acetyltransferase 2.3.1.79 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 790 O208_01822 trePPouyeeA Trehalose6-phosphatephosphorylase 2.4.1.216 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 671 O208_02678 malQ 4-alpha-glucanotransferase(amylomaltase) 2.4.1.25 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 2545 O208_00100 gntK Gluconokinase 2.7.1.12 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 2021 O208_02725 - Tagatose-6-phosphatekinase 2.7.1.144 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 1914 O208_02369 rbsK Ribokinase 2.7.1.15 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 261 O208_01985 xylB Xylulosekinase 2.7.1.17 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 548 O208_01606 glk Glucokinase 2.7.1.2 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 22 O208_02012 fruK Fructokinase 2.7.1.4 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 87 O208_01651 galK Galactokinase 2.7.1.6 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 88 O208_01652 galT Galactose-1-phosphateuridylyltransferase 2.7.7.12 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 1841 O208_02298 yifA Galactose-1-phosphateuridylyltransferase 2.7.7.12 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 20 O208_02010 ypcA Beta-glucosidase 3.2.1.21 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 298 O208_02040 bglH Beta-glucosidase 3.2.1.21 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 90 O208_01654 lacZ Beta-galactosidase 3.2.1.23 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 668 O208_01988 xynB Beta-14-xylosidase 3.2.1.37 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 1116 O208_00755 - Endoxylanase/endoglucanaseglycosylhydrolasefamily8 3.2.1.4 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 2025 O208_02729 lacG 6-phospho-beta-galactosidase 3.2.1.85 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 2508 O208_01303 bglS 6-Phospho-beta-glucosidase 3.2.1.86 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 2509 O208_01304 bglS 6-Phospho-beta-glucosidase 3.2.1.86 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 802 O208_01835 bglA 6-phospho-beta-glucosidase 3.2.1.86 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 1947 O208_02404 yrcA 6-phospho-beta-glucosidase 3.2.1.86 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 353 O208_02552 pbgouyidC 6-phospho-beta-glucosidase 3.2.1.86 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 2022 O208_02726 lacD Tagatose16-diphosphatealdolase 4.1.2.40 ENERGYMETABOLISM sugars
LLHV30-3 Confirmed 1906 O208_02361 uxuA Mannonatedehydratase 4.2.1.8 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 47 O208_01655 galE UDP-glucose4-epimerase 5.1.3.2 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 86 O208_01650 galM Aldose1-epimerase 5.1.3.3 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 136 O208_01700 lacXouytjH Aldose1-epimerasefamilyprotein 5.1.3.3 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 666 O208_01986 xylM Aldose1-epimerase 5.1.3.3 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 1904 O208_02359 yqhA Aldose1-epimerasefamilyprotein 5.1.3.3 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 2026 O208_02730 lacX Aldose1-epimerasefamilyprotein 5.1.3.3 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 1903 O208_02358 uxaC Uronateisomerase 5.3.1.12 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 2019 O208_02723 lacA Galactose-6-phosphateisomeraseLacAsubunit 5.3.1.26 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 2020 O208_02724 lacB Galactose-6-phosphateisomeraseLacBsubunit 5.3.1.26 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 260 O208_01984 xylA Xyloseisomerase 5.3.1.5 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 405 O208_02604 manA Mannose-6-phosphateisomerase 5.3.1.8 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 1474 O208_00065 glf UDP-galactopyranosemutase 5.4.99.9 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 2462 O208_01257 glf UDP-galactopyranosemutase 5.4.99.9 ENERGYMETABOLISM Sugars
LLHV30-3 Confirmed 695 O208_02702 icd Isocitratedehydrogenase[NADP] 1.1.1.41 ENERGYMETABOLISM TCAcycle
LLHV30-3 Confirmed 696 O208_02703 citB Aconitatehydratase 4.2.1.3 ENERGYMETABOLISM TCAcycle
LLHV30-3 Confirmed 1709 O208_02165 yfjC Acylphosphatase 3.6.1.7 ENERGYMETABOLISM 
LLHV30-3 Confirmed 741 O208_01772 - Lactoylglutathionelyase 4.4.1.5 ENERGYMETABOLISM 
LLHV30-3 Confirmed 586 O208_01356 bioYouyseA BiotinbiosynthesisproteinBioY - FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 402 O208_02601 acpP Acylcarrierprotein - FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 580 O208_01350 fabG 3-Oxoacyl-[acyl-carrierprotein]reductase 1.1.1.100 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 378 O208_02577 fabGouyiaB 3-oxoacyl-[acyl-carrier-protein]reductase 1.1.1.100 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 400 O208_02599 fabG 3-oxoacyl-[acyl-carrierprotein]reductase 1.1.1.100 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 581 O208_01351 fabG 3-oxoacyl-[acylcarrierprotein]reductase 1.1.100 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 1529 O208_00578 fabI Enoyl-[acyl-carrier-protein]reductase[NADH] 1.3.1.9 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 579 O208_01349 fabL Enoyl-[acyl-carrier-protein]reductase[FMN] 1.3.1.9 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 1027 O208_02537 cfa Cyclopropane-fatty-acyl-phospholipidsynthase 2.1.1.79 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 401 O208_02600 fabD MalonylCoA-acylcarrierproteintransacylase 2.3.1.39 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 399 O208_02598 fabF 3-oxoacyl-[acyl-carrier-protein]synthase2 2.3.1.41 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 403 O208_02602 fabH 3-oxoacyl-[acyl-carrier-protein]synthase3 2.3.1.41 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 583 O208_01353 fadA AcetylcoenzymeAacetyltransferase 2.3.1.9 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 188 O208_01919 thiL AcetylcoenzymeAacetyltransferase 2.3.1.9 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 187 O208_01918 hmcM Hydroxymethylglutaryl-CoAsynthase 2.3.3.10 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 814 O208_01847 mvaKouyebA Phosphomevalonatekinase 2.7.4.2 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 1586 O208_00451 lplL Lipoate-proteinligaseA 2.7.7.63 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 1296 O208_00936 ylfFG Acyl-[acyl-carrier-protein]hydrolase 3.1.2.14 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 815 O208_01848 mvaD Diphosphomevalonatedecarboxylase 4.1.1.33 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
LLHV30-3 Confirmed 1530 O208_00579 fabZ 3-hydroxyacyl-[acyl-carrier-protein]dehydratase 4.2.1.59 FATTYACIDANDPHOSPHOLIPIDMETABOLISM General
